1	3984299	3985159	2	2	1	0	1	16
1	4492669	4493099	2	2	1	1	0	16
1	4774517	4776409	2	2	0	1	0	21
1	4774517	4777524	2	2	1	2	0	19
1	4776802	4777524	2	2	1	60	2	24
1	4777649	4782567	2	2	1	65	0	23
1	4782302	4782567	2	2	1	3	0	15
1	4782734	4783950	2	2	1	62	0	24
1	4782734	4785572	2	2	1	6	0	21
1	4784106	4785572	2	2	1	30	0	23
1	4807983	4808454	1	1	1	41	0	23
1	4808487	4828583	1	1	1	59	1	25
1	4828650	4830267	1	1	1	90	0	25
1	4830316	4832310	1	1	1	80	2	25
1	4832369	4841106	1	3	1	0	14	3
1	4832382	4837000	1	1	1	101	0	25
1	4837075	4837601	1	1	0	1	0	24
1	4837075	4839386	1	1	1	75	7	25
1	4837075	4840955	1	1	1	4	5	23
1	4839489	4840955	1	1	1	69	4	25
1	4841133	4844962	1	1	1	14	56	24
1	4841133	4867469	1	1	1	0	1	4
1	4857977	4867469	1	1	1	0	55	24
1	4858504	4867469	1	1	1	0	1	4
1	4867533	4878026	1	1	1	12	22	25
1	4878133	4886743	1	1	1	0	57	25
1	4886832	4889456	1	1	1	0	67	25
1	4886832	4889459	1	1	0	5	0	23
1	4889603	4890739	1	1	1	0	43	22
1	4890797	4891914	1	5	1	0	59	25
1	4892070	4893416	1	1	1	42	12	22
1	4893564	4894933	1	1	1	0	37	25
1	4895006	4896355	1	1	1	0	48	25
1	5083279	5084416	1	1	1	30	2	20
1	5084564	5089008	1	1	1	31	0	21
1	5089112	5093362	1	1	1	35	4	24
1	5093453	5095614	1	1	1	42	1	22
1	5095729	5098028	1	1	1	41	0	25
1	5098134	5101069	1	1	1	50	1	23
1	5101124	5117389	1	1	1	20	0	23
1	5117488	5124276	1	1	1	56	0	23
1	5124470	5133083	1	1	1	41	0	25
1	5133263	5135811	1	1	1	30	0	24
1	5135938	5143749	1	1	1	51	1	25
1	5143852	5149947	1	1	1	38	0	24
1	5150062	5162104	1	1	1	48	0	25
1	6214958	6227939	1	1	1	2	0	24
1	6228050	6229958	1	1	1	15	0	22
1	6228050	6233960	1	1	0	1	0	22
1	6230074	6233960	1	1	1	6	7	22
1	6234088	6234228	1	1	1	10	0	21
1	6234400	6238261	1	1	1	13	0	25
1	6238410	6239951	1	1	0	2	0	21
1	6238410	6239956	1	1	0	0	1	24
1	6238465	6239951	1	1	1	17	0	25
1	6240379	6244104	1	1	1	0	17	25
1	6244276	6244794	1	1	1	2	19	25
1	6244980	6245157	1	1	1	16	0	25
1	6245345	6245424	1	1	1	25	0	25
1	6245507	6245597	1	1	1	25	0	25
1	6245660	6247705	1	1	1	18	11	24
1	6247810	6248065	1	1	1	0	12	21
1	6248193	6248275	1	3	1	18	0	24
1	6250168	6260929	1	1	1	21	0	24
1	6261096	6262833	1	1	1	37	0	24
1	6262943	6263023	1	1	1	13	2	25
1	6263265	6264541	1	1	1	12	0	24
1	6264591	6265573	1	1	1	18	2	21
1	6265622	6268697	1	1	1	15	0	25
1	6268757	6270690	1	1	1	9	0	14
1	6270819	6272700	1	1	1	0	1	5
1	6270828	6272700	1	1	1	20	0	25
1	6272772	6274197	1	1	1	9	3	24
1	7089217	7120193	1	1	1	21	5	24
1	7089217	7147636	1	1	1	1	0	20
1	7120616	7147636	1	1	1	50	3	24
1	7147740	7160891	1	1	1	39	0	23
1	7161064	7163247	1	1	1	56	0	25
1	7163372	7169514	1	1	1	53	0	24
1	7736879	7779610	2	2	0	1	0	20
1	8341179	8534297	2	2	0	0	3	12
1	8414314	8445026	2	2	1	1	0	13
1	8445120	8447979	2	2	1	1	0	6
1	8465554	8554724	2	2	1	2	0	25
1	8624882	8677806	2	2	1	2	0	18
1	8679131	8681972	2	2	1	1	0	22
1	8782898	8803916	2	2	1	4	0	21
1	8996619	8999185	2	2	0	1	0	25
1	9548152	9549906	1	1	1	51	0	23
1	9548152	9553317	1	1	0	1	0	13
1	9549945	9551716	1	1	1	27	0	25
1	9549945	9552922	1	1	1	27	0	25
1	9549945	9553317	1	1	1	0	1	3
1	9551758	9552922	1	1	1	25	0	25
1	9552977	9553317	1	3	1	66	0	24
1	9553473	9553622	1	1	1	33	0	25
1	9553820	9555537	1	1	1	55	0	24
1	9555616	9556999	1	1	1	37	0	24
1	9557106	9558132	1	1	1	41	0	25
1	9558286	9560108	1	1	1	54	1	24
1	9560208	9563508	1	1	1	35	0	25
1	9563588	9563796	1	1	1	39	0	25
1	9563894	9566780	1	1	1	49	2	23
1	9566939	9576190	1	1	1	52	1	25
1	9619640	9620954	2	2	1	1	0	24
1	9671759	9672211	2	2	1	1	0	15
1	9725351	9736965	2	2	1	9	0	23
1	9737053	9745449	2	2	1	2	0	19
1	9748646	9750357	1	1	1	1	0	12
1	9750406	9752448	1	1	1	2	0	14
1	9752565	9770671	1	1	1	1	0	19
1	9770796	9770959	1	1	1	1	0	9
1	9798247	9827012	1	1	1	1	0	6
1	9798247	9865130	1	1	1	1	0	7
1	9848386	9865130	1	1	1	1	0	19
1	9865349	9868382	1	1	1	5	0	19
1	9868467	9871629	1	1	1	2	0	16
1	9871703	9872257	1	1	1	7	0	23
1	9872334	9877165	1	1	1	12	0	22
1	9877254	9879025	1	1	1	10	0	22
1	9879076	9880331	1	1	1	8	0	20
1	9880390	9881577	1	1	1	9	0	22
1	9881662	9881759	1	1	1	3	0	23
1	9881892	9884406	1	1	1	3	0	15
1	9884520	9884624	1	1	1	8	0	25
1	9884662	9885666	1	1	1	4	0	16
1	9885754	9886046	1	1	1	11	0	19
1	9886143	9888869	1	1	1	1	0	17
1	9889026	9891360	1	1	1	3	0	21
1	9891451	9898719	1	1	1	3	0	17
1	9942150	9942322	2	2	1	2	0	25
1	9942156	9942322	2	2	1	14	0	22
1	9942392	9942609	2	2	1	28	0	25
1	9942718	9944019	2	2	1	5	0	15
1	9968932	9976586	2	2	1	1	0	18
1	9976747	9978815	2	2	1	1	0	18
1	10025064	10027102	2	2	1	33	2	24
1	10027252	10030598	2	2	1	34	0	25
